;Número correlativo;Año;Nombre de Servicio;Ministerio;Codigo_de_Actividad_Ejecutada;Codigo_de_Actividad_Planificada;Nombred_del_la_Actividad;Especialidad_de_la_Actividad;Categoría_de_la_Actividad;Numero_de_Participantes;Numero_de_Horas;Tipo_de_Actividad;Estado_de_Actividad;Modalidad_de_Compra;Actividad_Planificada;Jornada;Proveedor;Region_de_Ejecucion_de_la_Actividad;Programa;Objetivo_Global;Objetivo_de_Gestion;Gasto_monto_Item001;Gasto_monto_Item002;Gasto_monto_Item003;Evaluaciones_Realizadas;Evaluación_de_Reacción;Metodología_de_Aprendizaje;Fecha_de_inicio;Fecha_de_Término;Fecha_de_Ingreso_Sistema
26053;6686.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;674841.0;;PREVENCIÓN INCLUSIVA;;;6.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Más de una Región;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-01;2020-08-31;2021-01-19
26054;6687.0;2020;Ministerio de Relaciones Exteriores;Secretaría y Administración General y Servicio Exterior;674861.0;502109.0;Voto Chileno en el Exterior (e.learning);;;204.0;36.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Ministerio de Relaciones Exteriores;Nivel Central;;;;0.0;0.0;0.0;Aprendizaje y reacción;Buena;E-Learning;2020-10-05;2020-10-19;2021-01-19
26055;6688.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;674862.0;;ASESORÍA, CONTINGENCIA PSICOSOCIAL COVID-19 Y TELETRABAJO;;;23.0;1.0;Taller;Terminada;Sin costo;No;Dentro de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;;Video Conferencia;2020-06-09;2020-06-09;2021-01-19
26056;6689.0;2020;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de La Araucanía;674863.0;485295.0;Curso Gasfitería;;;7.0;12.0;Curso;Terminada;Convenio Marco;Si;Dentro y Fuera de la Jornada Laboral;universidad tecnologica de chile;Región de La Araucanía;;;;756000.0;0.0;0.0;Aprendizaje;;E-Learning;2020-12-11;2020-12-15;2021-01-19
26057;6690.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;674881.0;;PREVENCIÓN DE RIESGOS EN LA CONDUCCIÓN DE BICICLETAS;;;4.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Más de una Región;VARIOS PROGRAMAS ;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-01;2020-08-31;2021-01-19
26058;6691.0;2020;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;674901.0;508760.0;ATENCIÓN DE USUARIOS (NIVEL II USUARIOS DIFÍCILES);;;40.0;16.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;PLATAFORMA AUREA CONSULTORES ASOCIADOS LIMITADA GIRO: CONSULTORIA;En todas las Regiones;PAC 2020;;CAPACITACIÓN;2526801.0;0.0;0.0;Aprendizaje, transferencia y reacción;Excelente;Presencial/Video Conferencia;2020-05-05;2020-10-02;2021-01-19
26059;6692.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;674922.0;;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;;;3.0;80.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;SENCE;Región Metropolitana de Santiago;VARIOS PROGRAMAS ;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-01;2020-08-31;2021-01-19
26060;6693.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;674961.0;;ELEMENTOS DE PROTECCIÓN PERSONAL (EPP);;;3.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Más de una Región;VARIOS PROGRAMAS ;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-01;2020-08-31;2021-01-19
26061;6694.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;674981.0;;LIDERES DIGITALES;;;5.0;8.0;Taller;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Direccion Nacional del Servicio Civil;Más de una Región;;;;0.0;0.0;0.0;Sin evaluación;;Presencial;2020-01-03;2020-01-03;2021-01-20
26062;6695.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675001.0;;GESTIÓN Y PROMOCIÓN DEL BUEN TRATO;;;3.0;21.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;Direccion Nacional del Servicio Civil;Región Metropolitana de Santiago;SUBTRANS;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-01;2020-08-31;2021-01-19
26063;6696.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675041.0;;MODELO DE GESTIÓN DOCUMENTAL DE LA RTA;;;3.0;16.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;CONSEJO PARA LA TRANSPARENCIA;Más de una Región;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-01;2020-08-31;2021-01-19
26064;6697.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675061.0;;HABILIDADES DE PRESENTACIÓN;;;3.0;10.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;SENCE;Más de una Región;VARIOS PROGRAMAS ;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-01;2020-08-31;2021-01-19
26065;6698.0;2020;Ministerio de Obras Públicas;Dirección de Arquitectura;675081.0;482452.0;Charla de Normas relativas a las Asociaciones de Funcionarios;;;11.0;1.0;Charla;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Ministerio de Obras Públicas;Nivel Central;;Normativa y Legislación;;0.0;0.0;0.0;Reacción;Muy Buena;E-Learning;2020-11-26;2020-11-26;2021-01-19
26066;6699.0;2020;Ministerio de Relaciones Exteriores;Subsecretaría de Relaciones Económicas Internacionales;675082.0;475499.0;Gestión del Desempeño;;;52.0;2.0;Taller;Terminada;Compra Ágil;Si;Dentro de la Jornada Laboral;RELATORIA;Región Metropolitana de Santiago;;;;1500000.0;0.0;0.0;Reacción;Muy Buena;Video Conferencia;2020-10-23;2020-11-02;2021-01-19
26067;6700.0;2020;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;675121.0;478237.0;CURSO OPERACIONES Y LOGÍSTICA;;;1.0;24.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Nivel Central;;;;173400.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;Video Conferencia;2020-10-10;2020-10-30;2021-01-19
26068;6701.0;2020;Ministerio de Obras Públicas;Dirección de Arquitectura;675141.0;482450.0;ENFOQUE DE GÉNERO EN LA EDIFICACIÓN PÚBLICA;;;17.0;12.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;Magenta Capacitación Ltda;En todas las Regiones;;;;1532720.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-07-13;2020-07-31;2021-01-19
26069;6702.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675161.0;;P05_FISCALIZACIÓN_ERGONOMÍA Y AUTOCUIDADO FRENTE A PANTALLAS DE COMPUTADORES;;;9.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Más de una Región;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-07-02;2020-07-31;2021-01-19
26070;6703.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675181.0;;FORTALECIMIENTO DE LA PROBIDAD Y LA TRANSPARENCIA;;;8.0;23.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;CONSEJO PARA LA TRANSPARENCIA;Más de una Región;VARIOS PROGRAMAS ;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-07-01;2020-08-31;2021-01-19
26071;6704.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675201.0;;MICROSOFT EXCEL 2016 INTERMEDIO;;;10.0;25.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Más de una Región;VARIOS PROGRAMAS ;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-07-02;2020-10-02;2021-01-19
26072;6705.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Pesca y Acuicultura;675221.0;;CURSO E-LEARNING BÁSICO DE CIBERSEGURIDAD ;;;11.0;4.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;SUBSECRETARÍA DEL MINISTERIO DEL  INTERIOR;Más de una Región;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-09-07;2020-10-02;2021-01-19
26073;6706.0;2020;Ministerio de Obras Públicas;Dirección de Arquitectura;675241.0;482487.0;Derechos Humanos;;;9.0;6.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;SUBSECRETARÍA DE DERECHOS HUMANOS;Nivel Central;;;;0.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-09-07;2020-10-05;2021-01-19
26074;6707.0;2020;Ministerio de Hacienda;Dirección Nacional del Servicio Civil;675261.0;486382.0;X° VERSIÓN FONDOS CONCURSABLES 2020;;;1.0;110.0;Diplomado;Terminada;Convenio Marco;Si;Fuera de la Jornada Laboral;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Nivel Central;;;;750000.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-06-30;2020-12-10;2021-01-19
26075;6708.0;2020;Ministerio de Obras Públicas;Dirección de Arquitectura;675281.0;482490.0;Impresora 3d;;;2.0;12.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;MICROGEO CAPACITACION;Nivel Central;;;;412192.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;Presencial;2020-10-20;2020-10-22;2021-01-19
26076;6709.0;2020;Ministerio de Obras Públicas;Dirección de Arquitectura;675301.0;;CURSO MS EXCEL . NIVEL BASICO;;;1.0;38.0;Curso;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;Servicio Integral de Capacitación Empresarial Ltda.;;;;;100000.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-11-30;2020-12-11;2021-01-19
26077;6710.0;2020;Ministerio de Obras Públicas;Dirección de Arquitectura;675302.0;;CURSO MS EXCEL - NIVEL INTERMEDIO;;;1.0;38.0;Curso;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;Servicio Integral de Capacitación Empresarial Ltda.;Nivel Central;;;;200000.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-11-30;2020-12-11;2021-01-19
26078;6711.0;2020;Ministerio de Obras Públicas;Dirección de Arquitectura;675321.0;482491.0;SISTEMAS MOP: CONTROL DE BIENES;;;32.0;2.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Ministerio de Obras Públicas;En todas las Regiones;;;;0.0;0.0;0.0;Reacción;Muy Buena;E-Learning;2020-06-10;2020-06-10;2021-01-19
26079;6712.0;2020;Ministerio de Educación;Junta Nacional de Jardines Infantiles;675341.0;487784.0;LIDERAZGO ADAPTATIVO PARA JEFATURAS JUNJI;;;68.0;24.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;;;;;49941500.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-11-11;2020-12-11;2021-01-20
26080;6713.0;2020;Ministerio de Educación;Junta Nacional de Jardines Infantiles;675361.0;487785.0;LIDERAZGO PARA DIRECTORAS DE UNIDADES EDUCATIVAS JUNJI;;;67.0;30.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;;;;;49941500.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-11-09;2020-12-17;2021-03-16
26081;6714.0;2020;Ministerio de Educación;Junta Nacional de Jardines Infantiles;675381.0;487792.0;INDUCCIÓN 1 (INCLUYE PRINCIPIOS, VALORES Y RESPONSABILIDADES FUNCIONARIAS);;;126.0;16.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;INGENIA S.A.;;;;;34162104.0;0.0;0.0;Reacción;Buena;E-Learning;2020-12-01;2021-01-29;2021-03-31
26082;6715.0;2020;Ministerio de Educación;Junta Nacional de Jardines Infantiles;675401.0;514401.0;FORMACIÓN DE AGENTES INDUCTORES;;;54.0;16.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;MASTERBRAS;;;;;13600440.0;0.0;0.0;Reacción;Muy Buena;E-Learning;2020-12-14;2020-12-31;2021-01-20
26083;6716.0;2020;Ministerio de Agricultura;Servicio Agrícola y Ganadero;675421.0;;EXCEL 2016 - NIVEL AVANZADO;;;26.0;10.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Direccion Nacional del Servicio Civil;En todas las Regiones;;;;0.0;0.0;0.0;Aprendizaje y reacción;Buena;E-Learning;0020-08-31;2020-11-13;2021-01-25
26084;6717.0;2020;Ministerio de Agricultura;Servicio Agrícola y Ganadero;675441.0;;EXCEL 2016 - NIVEL INTERMEDIO;;;30.0;10.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Direccion Nacional del Servicio Civil;En todas las Regiones;;;;0.0;0.0;0.0;Aprendizaje y reacción;Buena;E-Learning;2020-08-31;2020-11-02;2021-02-17
26085;6718.0;2020;Ministerio de Educación;Junta Nacional de Jardines Infantiles;675461.0;514365.0;LENGUAJE DE SEÑAS;;;122.0;45.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;Sincronía Ltda;;;;;11628000.0;0.0;0.0;Aprendizaje y reacción;Buena;E-Learning;2020-12-01;2021-01-29;2021-03-31
26086;6719.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675462.0;;P05_FISCALIZACIÒN_MANEJO Y ALMACENAMIENTO DE SUSTANCIAS PELIGROSAS;;;4.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Región de Los Ríos;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-07-27;2020-07-31;2021-01-20
26087;6720.0;2020;Ministerio de Hacienda;Dirección Nacional del Servicio Civil;675482.0;;GESTION COLABORATIVA DE EQUIPOS DE ALTO DESEMPEÑO - CAMPUS;;;12.0;24.0;Curso;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;INFANTE Y OSSA LIMITADA;Nivel Central;;;;1062000.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-11-05;2020-11-26;2021-01-20
26088;6721.0;2020;Ministerio de Educación;Junta Nacional de Jardines Infantiles;675501.0;514422.0;ALFABETIZACIÓN DIGITAL;;;788.0;16.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;CINDER CAPACITACIÓN SPA;;;;;34935588.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-11-18;2020-12-15;2021-03-29
26089;6722.0;2020;Ministerio de Hacienda;Dirección Nacional del Servicio Civil;675502.0;;JORNADA ESTRATÉGICA & COLABORATIVA SADP (APRENDIZAJES  POST PANDEMIA);;;55.0;4.0;Taller;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;CONCENTRADORES Y EJECUTORES DE NEGOCIOS SPA;Nivel Central;;;;1852955.0;0.0;0.0;Reacción;Muy Buena;E-Learning;2020-12-16;2020-12-16;2021-01-20
26090;6723.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675541.0;;CREATIVIDAD Y DESARROLLO PERSONAL;;;2.0;30.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;AULA FÁCIL;Región de Los Ríos;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-15;2020-09-15;2021-01-20
26091;6724.0;2020;Ministerio de Hacienda;Dirección Nacional del Servicio Civil;675561.0;;JORNADAS ESTRATÉGICAS & COLABORATIVAS DGDI;;;40.0;8.0;Taller;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;CONCENTRADORES Y EJECUTORES DE NEGOCIOS SPA;Nivel Central;;;;3647048.0;0.0;0.0;Reacción;Muy Buena;E-Learning;2020-12-01;2020-12-15;2021-01-20
26092;6725.0;2020;Ministerio de Educación;Junta Nacional de Jardines Infantiles;675562.0;514423.0;HERRAMIENTAS PARA EL ABORDAJE DE LA VIOLENCIA CONTRA LAS MUJERES DESDE UN ENFOQUE DE GÉNERO Y DDHH;;;10.0;44.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;UNIVERSIDAD;;;;;1436160.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-07-13;2020-11-01;2021-01-20
26093;6726.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675601.0;;EXCEL 2010 - NIVEL BÁSICO;;;5.0;12.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;Direccion Nacional del Servicio Civil;Más de una Región;VARIOS PROGRAMAS ;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-07-20;2020-08-14;2021-01-20
26094;6727.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675621.0;;LIDERAZGO EN EQUIPO;;;1.0;10.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;AULA FÁCIL;Más de una Región;VARIOS PROGRAMAS ;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-01;2020-08-31;2021-01-20
26095;6728.0;2020;Ministerio de Agricultura;Servicio Agrícola y Ganadero;675623.0;;GESTIÓN DE LA CAPACITACIÓN;;;3.0;21.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Direccion Nacional del Servicio Civil;En todas las Regiones;;;;0.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-10-19;2020-11-13;2021-01-25
26096;6729.0;2020;Ministerio de Agricultura;Servicio Agrícola y Ganadero;675641.0;;GESTIÓN DEL DESEMPEÑO;;;2.0;21.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Direccion Nacional del Servicio Civil;En todas las Regiones;;;;0.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-10-19;2020-11-13;2021-02-16
26097;6730.0;2020;Ministerio de Educación;Junta Nacional de Jardines Infantiles;675681.0;487812.0;ESPECIALIZACIÓN E INNOVACIÓN ESTRATÉGICA;;;325.0;16.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;CONSULTORIA Y FORMACIÓN;;;;;14999737.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-10-01;2020-12-17;2021-01-20
26098;6731.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675701.0;;AUXILIAR CONTABLE;;;2.0;20.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;SENCE;Región Metropolitana de Santiago;VARIOS PROGRAMAS ;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-01;2020-09-30;2021-01-20
26099;6732.0;2020;Ministerio de Hacienda;Dirección Nacional del Servicio Civil;675741.0;486374.0;FOCO EN SESGO INCONSCIENTE EN PROCESOS DE RECLUTAMIENTO Y SELECCIÓN ;;;69.0;2.0;Taller;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;Surlatina y Horwarth;Nivel Central;;;;1204265.0;0.0;0.0;Reacción;Muy Buena;E-Learning;2020-10-22;2020-10-22;2021-01-21
26100;6733.0;2020;Ministerio de Educación;Junta Nacional de Jardines Infantiles;675761.0;487813.0;PROCESO DE CALIFICACIONES, GESTIÓN DEL DESEMPEÑO;;;120.0;16.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;MASTERBRAS;;;;;23299990.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-12-14;2020-12-31;2021-01-20
26101;6734.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675762.0;;P05_FISCALIZACIÓN_MODELO DE GESTIÓN DOCUMENTAL DE LA RTA;;;4.0;16.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;CONSEJO PARA LA TRANSPARENCIA;Más de una Región;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-07-01;2020-07-31;2021-01-20
26102;6735.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675781.0;;MANEJO DE JUNTAS DE TRABAJO;;;1.0;10.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;SENCE;Más de una Región;VARIOS PROGRAMAS ;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-01;2020-08-31;2021-01-20
26103;6736.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675801.0;;P05_FISCA_IDENTIFICACIÓN DE PELIGROS Y EVALUACIÓN DE RIESGOS EN EL TRABAJO;;;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Región Metropolitana de Santiago;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-03-19;2020-03-19;2021-01-20
26104;6737.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675802.0;;P05_FISCA_IDENTIFICACIÓN DE PELIGROS Y EVALUACIÓN DE RIESGOS EN EL TRABAJO;;;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Región Metropolitana de Santiago;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-03-26;2020-03-26;2021-01-20
26105;6738.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675861.0;;MANEJO MANUAL DE CARGA;;;3.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Región Metropolitana de Santiago;VARIOS PROGRAMAS ;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-01;2020-08-31;2021-01-20
26106;6739.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675881.0;;MANEJO Y ALMACENAMIENTO DE SUSTANCIAS PELIGROSAS;;;4.0;2.0;Curso;Terminada;Sin costo;No;;ASOCIACIÓN CHILENA DE SEGURIDAD;Región de Los Ríos;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-01;2020-08-31;2021-01-20
26107;6740.0;2020;Ministerio de Educación;Junta Nacional de Jardines Infantiles;675901.0;;FUNDAMENTOS TOGAF 9.1;;;8.0;16.0;Curso;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;KIBERNUM;;;;;5599996.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-11-18;2020-12-02;2021-01-20
26108;6741.0;2020;Ministerio de Educación;Junta Nacional de Jardines Infantiles;675941.0;;MICROSOFT AZURE AZ-900;;;16.0;16.0;Curso;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;KIBERNUM;;;;;4799986.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-11-19;2020-12-03;2021-01-20
26109;6742.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;675961.0;524163.0;PROGRAMA DE FORTALECIMIENTO DE EQUIPO TESORERÍA PROVINCIAL DE TALCAHUANO;;;15.0;20.0;Taller;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;UNIVERSIDAD DEL DESARROLLO;Región del Biobío;;;;3632265.0;0.0;0.0;Sin evaluación;;Video Conferencia;2020-10-28;2020-11-16;2021-01-20
26110;6743.0;2020;Ministerio de Educación;Servicio Local de Educación Pública Puerto Cordillera;675962.0;495230.0;Análisis Presupuestario Control Documental;;;8.0;;Curso;Terminada;Convenio Marco;Si;;Integrados Capacitaciones Ltda.;Región de Coquimbo;Fondo Capacitación ;;;1999998.0;0.0;0.0;Reacción;Muy Buena;;2020-11-10;2020-11-20;2021-01-20
26111;6744.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675963.0;;P05_FISCALIZACIÓN_PRÁCTICAS SEGURAS EN EL TRANSPORTE DE SUSTANCIAS PELIGROSAS;;;11.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Más de una Región;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-07-08;2020-07-27;2021-01-20
26112;6745.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;675981.0;524161.0;PROGRAMA DE FORTALECIMIENTO DE EQUIPO TESORERÍA REGIONAL DE AYSÉN;;;21.0;60.0;Taller;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;PRIMIGENIA SPA;Región de Aysén del General Carlos Ibáñez del Campo;;;;2376539.0;0.0;0.0;Sin evaluación;;Video Conferencia;2020-07-06;2020-08-25;2021-01-20
26113;6746.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;675982.0;;P05_FISCA_IDENTIFICACIÓN DE PELIGROS Y EVALUACIÓN DE RIESGOS EN EL TRABAJO;;;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Región Metropolitana de Santiago;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-03-19;2020-03-19;2021-01-20
26114;6747.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;676021.0;;ORTOGRAFÍA Y REDACCIÓN;;;2.0;1.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;SENCE;Región Metropolitana de Santiago;VARIOS PROGRAMAS ;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-01;2020-08-31;2021-01-20
26115;6748.0;2020;Ministerio de Educación;Junta Nacional de Jardines Infantiles;676022.0;;MODULAR LIDERES INSTRUCCIONALES;;;2.0;75.0;Curso;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;Corporación de la Educación Aptus Chile;;;;;1287000.0;0.0;0.0;Sin evaluación;;E-Learning;2020-10-28;2020-12-30;2021-01-20
