;Número correlativo;Año;Nombre de Servicio;Ministerio;Codigo_de_Actividad_Ejecutada;Codigo_de_Actividad_Planificada;Nombred_del_la_Actividad;Especialidad_de_la_Actividad;Categoría_de_la_Actividad;Numero_de_Participantes;Numero_de_Horas;Tipo_de_Actividad;Estado_de_Actividad;Modalidad_de_Compra;Actividad_Planificada;Jornada;Proveedor;Region_de_Ejecucion_de_la_Actividad;Programa;Objetivo_Global;Objetivo_de_Gestion;Gasto_monto_Item001;Gasto_monto_Item002;Gasto_monto_Item003;Evaluaciones_Realizadas;Evaluación_de_Reacción;Metodología_de_Aprendizaje;Fecha_de_inicio;Fecha_de_Término;Fecha_de_Ingreso_Sistema
19859;233.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560181.0;;Curso Inducción General a la Administración del Estado;Administración General;Administración y Logística;1.0;23.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Nivel Central;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-03-02;2020-04-10;2020-05-11
19860;234.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560201.0;;Curso Liderazgo y Trabajo en Equipo;Administración General;Administración y Logística;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;SENCE;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-04-27;2020-04-27;2020-05-11
19861;235.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560202.0;;Curso Pensamiento Estratégico;Administración General;Administración y Logística;1.0;1.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;SENCE;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-04-27;2020-04-27;2020-05-11
19862;236.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560221.0;;Curso Cómo trabajar con clientes enfadados;Administración General;Administración y Logística;1.0;1.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;SENCE;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-04-28;2020-04-28;2020-05-11
19863;237.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560241.0;;Webinar De la resistencia a la construcción emocional positiva;Administración General;Administración y Logística;1.0;1.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;TARGET COMUNICACION Y DESARROLLO INTEGRAL DE CHILE S.A.;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-04-29;2020-04-29;2020-05-11
19864;238.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560261.0;;Curso Inducción General a la Administración del Estado;Administración General;Administración y Logística;1.0;23.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Nivel Central;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-03-02;2020-04-10;2020-05-11
19865;239.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560281.0;;Inducción General a la Administración del Estado;Administración General;Administración y Logística;1.0;23.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Nivel Central;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-03-02;2020-04-10;2020-05-11
19866;240.0;2020;Ministerio de Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;560301.0;;Inducción General a la Administración del Estado                                                                        ;Leyes y Normas de Administración Central del Estado;Legislación;1.0;23.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-04-06;2020-05-15;2020-05-11
19867;241.0;2020;Ministerio de Hacienda;Servicio Nacional de Aduanas;560361.0;472417.0;Programa Operador Económico Autorizado (OEA) ;Eje Estratégico Sectorial;Procesos de Servicio e Industriales;18.0;12.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;SERVICIO NACIONAL DE ADUANAS;Más de una Región;;;;0.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning;2020-05-15;2020-05-29;2020-07-08
19868;242.0;2020;Ministerio de Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;560381.0;;Inducción General a la Administración del Estado Avanzada;Leyes y Normas de Administración Central del Estado;Legislación;1.0;40.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-03-16;2020-05-08;2020-05-12
19869;243.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560521.0;;Curso Inducción General a la Administración del Estado;Administración General;Administración y Logística;1.0;23.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Nivel Central;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-03-02;2020-04-10;2020-05-12
19870;244.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560522.0;;Curso Seguridad de la Información;Eje Estratégico Sectorial;Computación e Informática;2.0;4.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;Ministerio del Interior;Nivel Central;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-04-01;2020-04-30;2020-05-12
19871;245.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560541.0;;Curso Inducción a las políticas pro-equidad de género;Administración General;Administración y Logística;1.0;12.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-03-23;2020-04-12;2020-05-12
19872;246.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560561.0;;Curso Fundamentos de la Ciberseguridad;Eje Estratégico Sectorial;Computación e Informática;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;SENCE;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-04-30;2020-04-30;2020-05-12
19873;247.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560581.0;;Curso Soporte IT Trucos;Uso, Mantención, Desarrollo y Control de Software Especializados;Computación e Informática;1.0;3.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;SENCE;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-04-30;2020-04-30;2020-05-12
19874;248.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560601.0;;Curso Investigación de Accidentes (Metodología Árbol de causas);Herramientas para la Prevención de Riesgos;Herramientas de Control y Seguridad en Lugar de Trabajo;1.0;6.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;Mutual de Seguridad;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-03-24;2020-04-24;2020-05-12
19875;249.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560621.0;;Curso Cultura de Seguridad en tiempos de crisis;Herramientas de Auto Control Personal;Herramientas de Control y Seguridad en Lugar de Trabajo;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;Mutual de Seguridad;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-03-30;2020-04-30;2020-05-12
19876;250.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560641.0;;Curso Fundamentos de la Ciberseguridad para profesionales IT;Eje Estratégico Sectorial;Computación e Informática;1.0;3.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;SENCE;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-04-30;2020-04-30;2020-05-12
19877;251.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560661.0;;Curso Gestión de Riesgos de Seguridad para la empresa;Administración General;Administración y Logística;1.0;3.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;SENCE;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-04-30;2020-04-30;2020-05-12
19878;252.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560681.0;;Curso Inducción a las políticas pro-equidad de género;Eje Estratégico Sectorial;Desarrollo Social, Género e Inclusión;1.0;12.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-03-23;2020-04-12;2020-05-12
19879;253.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560682.0;;Curso Inducción a las políticas pro-equidad de género;Eje Estratégico Sectorial;Desarrollo Social, Género e Inclusión;1.0;12.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-03-23;2020-04-12;2020-05-12
19880;254.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560701.0;;Curso Introducción a la Seguridad Cibernética;Eje Estratégico Sectorial;Computación e Informática;1.0;15.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;Cisco Chile;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-04-30;2020-05-05;2020-05-12
19881;255.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560721.0;;Curso Introducción a las políticas pro-equidad de género;Eje Estratégico Sectorial;Desarrollo Social, Género e Inclusión;1.0;12.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-03-23;2020-04-12;2020-05-12
19882;256.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560741.0;;Webinar Liderazgo Virtual;Liderazgo ;Herramientas de Apoyo Conductuales-Relacional;1.0;1.0;Taller;Terminada;Sin costo;No;Dentro de la Jornada Laboral;TARGET COMUNICACION Y DESARROLLO INTEGRAL DE CHILE S.A.;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;Video Conferencia;2020-05-06;2020-05-06;2020-05-12
19883;257.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;560761.0;;Cómo conciliar e integrar tu vida laboral y personal;Administración General;Administración y Logística;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;SENCE;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-03-31;2020-05-31;2020-05-12
19884;258.0;2020;Ministerio de Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;560821.0;;Curso E-learning Básico de Ciberseguridad        ;Eje Estratégico Sectorial;Computación e Informática;1.0;3.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Ministerio del Interior;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-05-08;2020-05-11;2020-05-13
19885;259.0;2020;Ministerio de Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;560841.0;;Lengua de Señas;Herramientas y Técnicas para atención de Personas con Capacidades Diferentes;Desarrollo Social, Género e Inclusión;1.0;60.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-04-29;2020-06-29;2020-05-13
19886;260.0;2020;Ministerio de Obras Públicas;Dirección de Vialidad;560861.0;475966.0;GESTIÓN Y MANEJO DE CRISIS_GRUPO 1;Habilidades Directivas;Herramientas de Apoyo Conductuales-Relacional;21.0;24.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;UNIVERSIDAD DE CHILE;Nivel Central;Zeyla Alegría;Contribuir al desarrollo y al mejoramiento ;Gestión de Personas;7750000.0;0.0;0.0;Aprendizaje, transferencia y reacción;Excelente;E-Learning/Video Conferencia;2020-06-09;2020-06-19;2020-09-25
19887;261.0;2020;Ministerio de Obras Públicas;Dirección de Vialidad;560881.0;498801.0;GESTIÓN Y MANEJO DE CRISIS_GRUPO 2;Habilidades Directivas;Herramientas de Apoyo Conductuales-Relacional;21.0;24.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;UNIVERSIDAD DE CHILE;Nivel Central;Zeyla Alegría;Contribuir al desarrollo y al mejoramiento ;Gestión de Personas;7750000.0;0.0;0.0;Aprendizaje, transferencia y reacción;Muy Buena;E-Learning/Video Conferencia;2020-06-23;2020-07-03;2020-09-25
19888;262.0;2020;Autónomo;Servicio Administrativo del Gobierno Regional de Los Ríos;560921.0;476503.0;Capacitación Sensibilización en Ciberseguridad;Uso de Intranet-Internet y Redes Sociales;Computación e Informática;89.0;4.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;SENCE;Región de Los Ríos;;;;0.0;0.0;0.0;Reacción;Excelente;E-Learning;2020-04-01;2020-04-30;2020-05-13
19889;263.0;2020;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;560941.0;;Presentaciones de Alto Impacto;Comunicación Efectiva en la Organización;Idioma y Comunicación;10.0;8.0;Taller;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;DE KANEL Y COMPAÑIA LTDA;Nivel Central;;;;1606681.0;0.0;0.0;Sin evaluación;Muy Buena;E-Learning;2020-04-27;2020-04-30;2020-05-13
19890;264.0;2020;Autónomo;Servicio Administrativo del Gobierno Regional del Biobío;560961.0;486628.0;CURSO BIM BULDING INFORMATION MODELING;Uso de Tecnologías y Materiales de Construcción;Construcción, Vivienda e Infraestructura;10.0;24.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;E-PRIME FORMACION LIMITADA;Región del Biobío;Manejo del Tecnología de la Información ;;;2999996.0;0.0;0.0;Aprendizaje, transferencia y reacción;Excelente;Video Conferencia;2020-05-11;2020-05-27;2020-08-04
19891;265.0;2020;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;560981.0;;Sensibilización en Ciberseguridad;Uso y Soporte de Programas de Escritorio;Computación e Informática;3.0;4.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Tecnologías del Conocimiento Capacitación S.A.;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-04-01;2020-04-30;2020-05-14
19892;266.0;2020;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Arica y Parinacota;561021.0;474182.0;SENSIBILIZACION EN CIBERSEGURIDAD;Otras Materias Especificas;Educación y Capacitación;5.0;4.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Tecnologías del Conocimiento Capacitación S.A.;Región de Arica y Parinacota;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-04-01;2020-04-30;2020-05-14
19893;267.0;2020;Ministerio de Hacienda;Servicio Nacional de Aduanas;561042.0;472287.0;TRANSFORMACIÓN DIGITAL PARA ORGANISMOS PÚBLICOS;Eje Estratégico Sectorial;Ciencias y Técnicas Aplicadas;51.0;60.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;En todas las Regiones;;;;27074350.0;0.0;0.0;Aprendizaje y reacción;Excelente;Presencial/Video Conferencia;2020-05-20;2020-08-26;2020-10-05
19894;268.0;2020;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Arica y Parinacota;561061.0;474203.0;INDUCCIÓN GENERAL A LA ADMINISTRACIÓN DEL ESTADO;Otras Materias Especificas;Educación y Capacitación;4.0;23.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Región de Arica y Parinacota;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-03-02;2020-04-10;2020-05-14
19895;269.0;2020;Ministerio de Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;561121.0;;Curso E-learning Básico de Ciberseguridad             ;Eje Estratégico Sectorial;Computación e Informática;1.0;3.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Ministerio del Interior;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-05-07;2020-05-10;2020-05-14
19896;270.0;2020;Ministerio de Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;561141.0;;Curso E-learning Básico de Ciberseguridad             ;Eje Estratégico Sectorial;Computación e Informática;1.0;3.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Ministerio del Interior;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-05-04;2020-05-12;2020-05-14
19897;271.0;2020;Ministerio de Vivienda y Urbanismo;Subsecretaría de Vivienda y Urbanismo;561161.0;;INDUCCION GENERAL A LA ADMINISTRACION DEL ESTADO02;Administración General;Administración y Logística;1.0;23.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Región de Aysén del General Carlos Ibáñez del Campo;PROGRAMA SEREMI AYSEN 2020;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-03-02;2020-04-10;2020-05-14
19898;272.0;2020;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Arica y Parinacota;561181.0;474192.0;CAPACITACIÓN EN HABILIDADES SOCIALES EN LA ATENCIÓN DE PUBLICO SOBRE TEMÁTICAS DE GENERO;Otras Materias Especificas;Educación y Capacitación;16.0;3.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Municipalidad de Arica;Región de Arica y Parinacota;;;;0.0;0.0;0.0;Sin evaluación;;Presencial/Video Conferencia;2020-05-08;2020-05-08;2020-05-14
19899;273.0;2020;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;561202.0;;Programa Liderazgo y Gestión Ágil de Proyectos;Otras Materias Especificas;Educación y Capacitación;10.0;40.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Más de una Región;;;;0.0;0.0;0.0;Sin evaluación;;;2020-01-22;2020-02-12;2020-05-14
19900;274.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;561241.0;484259.0;P01_Orientación en Prevención de Riesgos;Otras Materias Especificas;Educación y Capacitación;2.0;2.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Región de Ñuble;SUBTRANS;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-03-01;2020-11-30;2020-05-15
19901;275.0;2020;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Arica y Parinacota;561261.0;474183.0;LEY 19886 Y SU REGLAMENTE (NORMATIVAS DE COMPRAS PUBLICAS);Otras Materias Especificas;Educación y Capacitación;5.0;8.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;SERVICIOS PROFESIONALES DE CAPACITACIÓN LTDA.;;;;;216090.0;0.0;0.0;Aprendizaje;;E-Learning;2020-03-03;2020-04-29;2020-05-15
19902;276.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;561281.0;;NORMA TÉCNICA DE IDENTIFICACIÓN Y EVALUACIÓN FACTORES DE RIESGO ASOCIADOS A TMERT;Otras Materias Especificas;Educación y Capacitación;2.0;2.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Nivel Central;SUBTRANS;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-03-01;2020-05-31;2020-05-14
19903;277.0;2020;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Propiedad Industrial;561381.0;484714.0;Diplomado de Ciberseguridad (Continuación 2019);Uso de Intranet-Internet y Redes Sociales;Computación e Informática;1.0;36.0;Diplomado;Terminada;Contratación Directa;Si;Fuera de la Jornada Laboral;UNIVERSIDAD DE CHILE;Nivel Central;;;;1473000.0;0.0;0.0;Aprendizaje y reacción;Excelente;Presencial;2020-01-03;2020-04-16;2021-01-05
19904;278.0;2020;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Propiedad Industrial;561421.0;484703.0;Idiomas (Inglés Online);Enseñanza Idioma Extranjero a Nivel Básico;Idioma y Comunicación;25.0;182.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;ECLASS LIMITADA;Nivel Central;;;;11484000.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning/Video Conferencia;2020-05-27;2020-08-19;2020-05-14
19905;279.0;2020;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Propiedad Industrial;561441.0;484706.0;Técnicas de Transferencia Tecnológica (Storytelling);Oratoria y Presentaciones Efectivas;Idioma y Comunicación;1.0;75.0;Curso;Terminada;Contratación Directa;Si;Dentro de la Jornada Laboral;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Nivel Central;;;;400000.0;0.0;0.0;Aprendizaje y reacción;Excelente;E-Learning/Video Conferencia;2020-05-26;2020-08-03;2021-01-05
19906;280.0;2020;Ministerio de Defensa Nacional;Dirección General de Movilización Nacional;561481.0;499444.0;INDUCCIÓN GENERAL A LA ADMINISTRACIÓN DEL ESTADO;Gestión de Personas;Administración y Logística;20.0;23.0;Curso;Terminada;Sin costo;Si;Dentro y Fuera de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Nivel Central;PAC 2020;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-04-06;2020-10-16;2021-01-05
19907;281.0;2020;Ministerio de Educación;Subsecretaría de Educación Parvularia;561621.0;;Inducción a las políticas pro-equidad de género;Enfoque de Género ;Desarrollo Social, Género e Inclusión;2.0;;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;En todas las Regiones;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-05-07;2020-05-28;2020-05-15
19908;282.0;2020;Ministerio de Educación;Subsecretaría de Educación Parvularia;561641.0;;Curso e-learning básico de Ciberseguridad;Eje Estratégico Sectorial;Computación e Informática;2.0;;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Ministerio del Interior;En todas las Regiones;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-05-05;2020-05-11;2020-05-15
19909;283.0;2020;Ministerio de Hacienda;Secretaría y Administración General de Hacienda;561741.0;479643.0;Capacitación Sensibilización en Ciberseguridad;Eje Estratégico Sectorial;Computación e Informática;30.0;4.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Ministerio del Interior;Nivel Central;;;;0.0;0.0;0.0;Aprendizaje y reacción;Buena;E-Learning;2020-04-01;2020-04-30;2020-05-18
19910;284.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;561781.0;;Presentaciones orales online efectivas;Administración General;Administración y Logística;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;SENCE;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-03-31;2020-05-31;2020-05-18
19911;285.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;561801.0;;Investigación de Accidentes (Modelo Árbol de causas);Herramientas para la Prevención de Riesgos;Herramientas de Control y Seguridad en Lugar de Trabajo;1.0;6.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;Mutual de Seguridad;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning/Video Conferencia;2020-04-07;2020-05-07;2020-05-18
19912;286.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;561802.0;;Curso Introducción a las políticas pro-equidad de género;Eje Estratégico Sectorial;Desarrollo Social, Género e Inclusión;1.0;12.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-03-23;2020-04-12;2020-05-18
19913;287.0;2020;Ministerio de Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;561821.0;;Curso E-learning Básico de Ciberseguridad;Eje Estratégico Sectorial;Computación e Informática;1.0;3.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Ministerio del Interior;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-05-07;2020-05-08;2020-05-18
19914;288.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;561822.0;;Curso Seguridad de la Información;Eje Estratégico Sectorial;Computación e Informática;12.0;8.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;SUBSECRETARIA DE ECONOMIA;Fuera del País;;;;0.0;0.0;0.0;Sin evaluación;;Video Conferencia;2020-05-11;2020-05-14;2020-05-18
19915;289.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;561841.0;;Curso Introducción a las políticas pro-equidad de género;Eje Estratégico Sectorial;Desarrollo Social, Género e Inclusión;1.0;12.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-03-23;2020-04-12;2020-05-18
19916;290.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;561842.0;;Webinar Cómo mejorar la comunicación y el trabajo en equipo;Trabajo en equipo;Herramientas de Apoyo Conductuales-Relacional;1.0;1.0;Otro;Terminada;Sin costo;No;Dentro de la Jornada Laboral;INGENIEROS CONSULTORES LW LIMITADA;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;Video Conferencia;2020-05-12;2020-05-12;2020-05-18
